period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,18505.003,25946.0,25946.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,70.945,62.0,62.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,18413.94,25879.0,25879.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,20.119,5.0,5.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,18505.003,25946.0,25946.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,70.945,62.0,62.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,18413.94,25879.0,25879.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,20.119,5.0,5.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,18505.003,25946.0,25946.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,70.945,62.0,62.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,18413.94,25879.0,25879.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,20.119,5.0,5.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,18505.003,25946.0,25946.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,70.945,62.0,62.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,18413.94,25879.0,25879.0,kg
2022,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,20.119,5.0,5.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,26388.658,38946.0,38946.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,33.799,50.0,50.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,26354.859,38896.0,38896.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,26388.658,38946.0,38946.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,33.799,50.0,50.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,26354.859,38896.0,38896.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,26388.658,38946.0,38946.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,33.799,50.0,50.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,26354.859,38896.0,38896.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,26388.658,38946.0,38946.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,33.799,50.0,50.0,kg
2023,276,Germany,196,Cyprus,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,26354.859,38896.0,38896.0,kg
