period,reporterCode,reporterDesc,partnerCode,partnerDesc,cmdCode,cmdDesc,flowCode,flowDesc,primaryValue,netWgt,qty,qtyUnitAbbr
2023,826,United Kingdom,276,Germany,100630,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",X,Export,5652354.323,2599392.0,2599392.0,kg
2023,826,United Kingdom,276,Germany,100630,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",X,Export,4543708.133,2109632.0,2109632.0,kg
2023,826,United Kingdom,276,Germany,100630,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",X,Export,1108646.19,489760.0,489760.0,kg
2023,826,United Kingdom,276,Germany,100630,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",X,Export,5652354.323,2599392.0,2599392.0,kg
2023,826,United Kingdom,276,Germany,100630,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",X,Export,4543708.133,2109632.0,2109632.0,kg
2023,826,United Kingdom,276,Germany,100630,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed",X,Export,1108646.19,489760.0,489760.0,kg
2023,826,United Kingdom,276,Germany,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,94178.167,41157.0,41157.0,kg
2023,826,United Kingdom,276,Germany,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,13369.148,353.0,353.0,kg
2023,826,United Kingdom,276,Germany,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,26822.817,7055.0,7055.0,kg
2023,826,United Kingdom,276,Germany,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,53986.202,33749.0,33749.0,kg
2023,826,United Kingdom,276,Germany,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,94070.03,40842.0,40842.0,kg
2023,826,United Kingdom,276,Germany,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,13369.148,353.0,353.0,kg
2023,826,United Kingdom,276,Germany,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,26822.817,7055.0,7055.0,kg
2023,826,United Kingdom,276,Germany,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,53878.065,33434.0,33434.0,kg
2023,826,United Kingdom,276,Germany,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,108.136,315.0,315.0,kg
2023,826,United Kingdom,276,Germany,110290,"Cereal flours; other than wheat, meslin, and maize (corn)",X,Export,108.136,315.0,315.0,kg
